code;url;product_name;brands;stores;nutrition_grade_fr;categories;main_category_fr;countries_fr;image_url;image_small_url;last_modified_t
3017760030106;http://world-fr.openfoodfacts.org/produit/3017760030106/palmito-l-original;Palmito L'Original;Palmito,Lu,Mondelez;Super U,Cora;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits feuilletés,Palmiers;Biscuits;France;http://fr.openfoodfacts.org/images/products/301/776/003/0106/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/301/776/003/0106/front.6.200.jpg;1506872275
3017760038003;http://world-fr.openfoodfacts.org/produit/3017760038003/hello-lu;Hello!;Lu;;e;biscuits;Biscuits;France;http://fr.openfoodfacts.org/images/products/301/776/003/8003/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/301/776/003/8003/front.6.200.jpg;1408395075
3017760038331;http://world-fr.openfoodfacts.org/produit/3017760038331/lulu-la-barquette-chocolat-lu;Lulu la barquette chocolat;LU;;d;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Génoises;Biscuits;France;http://fr.openfoodfacts.org/images/products/301/776/003/8331/front.13.400.jpg;http://fr.openfoodfacts.org/images/products/301/776/003/8331/front.13.200.jpg;1508342180
3017760038379;http://world-fr.openfoodfacts.org/produit/3017760038379/la-barquette-lulu-chocolat-lu;La Barquette Lulu Chocolat;LU;;d;Barquettes,Barquettes au chocolat,Biscuits au chocolat;Biscuits;France;;;1506320071
3017760038577;http://world-fr.openfoodfacts.org/produit/3017760038577/barquette-lulu-abricot-lu;Barquette Lulu abricot;Lu;;d;Biscuits;Biscuits;France;;;1476187898
3017760038584;http://world-fr.openfoodfacts.org/produit/3017760038584/lulu-la-barquette-fraise-lu;Lulu la barquette Fraise;Lu;Cora;d;Biscuits,Barquettes,Barquettes à la fraise,Biscuits à la fraise;Biscuits;France;http://fr.openfoodfacts.org/images/products/301/776/003/8584/front.3.400.jpg;http://fr.openfoodfacts.org/images/products/301/776/003/8584/front.3.200.jpg;1423160696
3017760268196;http://world-fr.openfoodfacts.org/produit/3017760268196/feuillete-dore-lu;Feuilleté doré;Lu,Kraft Food;Géant;d;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;http://fr.openfoodfacts.org/images/products/301/776/026/8196/front.20.400.jpg;http://fr.openfoodfacts.org/images/products/301/776/026/8196/front.20.200.jpg;1495954006
3017760314091;http://world-fr.openfoodfacts.org/produit/3017760314091/belvita-miel-et-pepites-de-chocolat-5-cereales-completes-lu;BelVita Miel et Pépites de Chocolat & 5 céréales complètes;LU,belVita;Chronodrive,Intermarché;c;Biscuits;Biscuits;France;http://fr.openfoodfacts.org/images/products/301/776/031/4091/front.19.400.jpg;http://fr.openfoodfacts.org/images/products/301/776/031/4091/front.19.200.jpg;1511895443
3017760314497;http://world-fr.openfoodfacts.org/produit/3017760314497/pepito-mini-roules-chocolat-lu;Pépito Mini Roulés Chocolat;LU,Pépito;Dia;d;en:sugary-snacks, en:biscuits-and-cakes, en:biscuits, en:chocolate-biscuits;Biscuits;France;;;1514738497
3017760329699;http://world-fr.openfoodfacts.org/produit/3017760329699/pepito-pockitos-chocolat-noir-lu;Pépito pockitos chocolat noir;LU,Kraft Foods;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits au chocolat noir;Biscuits;France;http://fr.openfoodfacts.org/images/products/301/776/032/9699/front.17.400.jpg;http://fr.openfoodfacts.org/images/products/301/776/032/9699/front.17.200.jpg;1488990669
3017760329798;http://world-fr.openfoodfacts.org/produit/3017760329798/pepito-pockitos-chocolat-au-lait-lu;Pépito Pockitos Chocolat au Lait;LU,Pépito;Leclerc;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Milk-chocolate-biscuits;Biscuits;France;http://fr.openfoodfacts.org/images/products/301/776/032/9798/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/301/776/032/9798/front.7.200.jpg;1514116448
3017760363396;http://world-fr.openfoodfacts.org/produit/3017760363396/mikado-chocolat-au-lait-lu;Mikado Chocolat au Lait;Lu,Glico;;e;Biscuits au chocolat au lait;Biscuits;France;http://fr.openfoodfacts.org/images/products/301/776/036/3396/front.3.400.jpg;http://fr.openfoodfacts.org/images/products/301/776/036/3396/front.3.200.jpg;1490564584
3017760436397;http://world-fr.openfoodfacts.org/produit/3017760436397/petit-lu-pepites-de-chocolat;Petit LU Pépites de Chocolat;LU;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/301/776/043/6397/front.10.400.jpg;http://fr.openfoodfacts.org/images/products/301/776/043/6397/front.10.200.jpg;1464179580
3017760465496;http://world-fr.openfoodfacts.org/produit/3017760465496/pepito-pockitos-lu;Pepito Pockitos;Lu;Carrefour;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/301/776/046/5496/front.5.400.jpg;http://fr.openfoodfacts.org/images/products/301/776/046/5496/front.5.200.jpg;1494579335
3017760468299;http://world-fr.openfoodfacts.org/produit/3017760468299/box-a-partager-chocolat-au-lait-mikado;Box à partager Chocolat au lait;Mikado,Lu,Mondelez,Glico;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/301/776/046/8299/front.13.400.jpg;http://fr.openfoodfacts.org/images/products/301/776/046/8299/front.13.200.jpg;1442661941
3017760472791;http://world-fr.openfoodfacts.org/produit/3017760472791/belvita-petit-dejeuner-chocolat-5-cereales-completes-allege-en-sucres;Belvita Petit Déjeuner Chocolat & 5 Céréales Complètes, allégé en sucres ;Belvita,Lu,Kraft Foods;Monoprix;d;Biscuits,Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/301/776/047/2791/front.3.400.jpg;http://fr.openfoodfacts.org/images/products/301/776/047/2791/front.3.200.jpg;1430079767
3017760512794;http://world-fr.openfoodfacts.org/produit/3017760512794/pepito-croc-sable-gout-choco-lu;Pépito Croc sablé goût choco;Lu;Carrefour;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/301/776/051/2794/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/301/776/051/2794/front.7.200.jpg;1475163595
3017760542791;http://world-fr.openfoodfacts.org/produit/3017760542791/la-paille-d-or-aux-framboises-lu;La Paille D'Or aux framboises;LU;Grand Frais;d;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;http://fr.openfoodfacts.org/images/products/301/776/054/2791/front.3.400.jpg;http://fr.openfoodfacts.org/images/products/301/776/054/2791/front.3.200.jpg;1448274540
3017760548892;http://world-fr.openfoodfacts.org/produit/3017760548892/petit-lu-beurre-et-sel-de-guerande;Petit LU Beurre et Sel de Guérande;LU;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;http://fr.openfoodfacts.org/images/products/301/776/054/8892/front.13.400.jpg;http://fr.openfoodfacts.org/images/products/301/776/054/8892/front.13.200.jpg;1446113015
3017760589895;http://world-fr.openfoodfacts.org/produit/3017760589895/pepito-mini-rollos-chocolat-au-lait-coeur-fondant-au-lait-lu;Pépito Mini Rollos Chocolat au Lait & Coeur fondant au Lait;LU,Pépito;;e;en:sugary-snacks, en:biscuits-and-cakes, en:biscuits, en:chocolate-biscuits;Biscuits;France;http://fr.openfoodfacts.org/images/products/301/776/058/9895/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/301/776/058/9895/front.8.200.jpg;1495822113
3017760595193;http://world-fr.openfoodfacts.org/produit/3017760595193/granola-chocolat-noir-lu;Granola chocolat noir;Lu;houra;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits au chocolat noir;Biscuits;France;http://fr.openfoodfacts.org/images/products/301/776/059/5193/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/301/776/059/5193/front.7.200.jpg;1488990504
3017760628198;http://world-fr.openfoodfacts.org/produit/3017760628198/mikado-pocket-au-lait-lu;Mikado Pocket au Lait;LU,Mikado;;e;en:sugary-snacks, en:biscuits-and-cakes, en:biscuits, en:chocolate-biscuits, en:milk-chocolate-biscuits;Biscuits;France;http://fr.openfoodfacts.org/images/products/301/776/062/8198/front.4.400.jpg;http://fr.openfoodfacts.org/images/products/301/776/062/8198/front.4.200.jpg;1512054969
3017760628297;http://world-fr.openfoodfacts.org/produit/3017760628297/mikado-pocket-chocolat-noir-lu;Mikado Pocket Chocolat Noir;LU;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits au chocolat noir;Biscuits;France;http://fr.openfoodfacts.org/images/products/301/776/062/8297/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/301/776/062/8297/front.6.200.jpg;1499620333
3017760635295;http://world-fr.openfoodfacts.org/produit/3017760635295/granola-l-original-a-emporter-partout-lu;Granola l'original à emporter partout;Lu,Granola;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/301/776/063/5295/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/301/776/063/5295/front.8.200.jpg;1514329213
3017760648295;http://world-fr.openfoodfacts.org/produit/3017760648295/pepito-pocket-chocolat-au-lait-lu;Pépito Pocket Chocolat au Lait;LU;Intermarché;e;Biscuits,Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/301/776/064/8295/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/301/776/064/8295/front.7.200.jpg;1389366889
3017760649193;http://world-fr.openfoodfacts.org/produit/3017760649193/mikado-chocolat-blanc-lu;Mikado chocolat blanc ;Lu;;e;Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/301/776/064/9193/front.3.400.jpg;http://fr.openfoodfacts.org/images/products/301/776/064/9193/front.3.200.jpg;1425116015
3017760654098;http://world-fr.openfoodfacts.org/produit/3017760654098/petit-ecolier-le-blanc-lu;Petit écolier Le Blanc;LU;Franprix;e;Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/301/776/065/4098/front.9.400.jpg;http://fr.openfoodfacts.org/images/products/301/776/065/4098/front.9.200.jpg;1405186921
3017760671095;http://world-fr.openfoodfacts.org/produit/3017760671095/veritable-petit-ecolier-chocolat-fin-lu;Véritable Petit Écolier Chocolat fin;LU;;e;Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/301/776/067/1095/front.9.400.jpg;http://fr.openfoodfacts.org/images/products/301/776/067/1095/front.9.200.jpg;1438515863
3017760686693;http://world-fr.openfoodfacts.org/produit/3017760686693/mikado-chocolat-noir-lu;Mikado Chocolat Noir;LU,Glico;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat noir;Biscuits;France;http://fr.openfoodfacts.org/images/products/301/776/068/6693/front.5.400.jpg;http://fr.openfoodfacts.org/images/products/301/776/068/6693/front.5.200.jpg;1490623744
3017760686792;http://world-fr.openfoodfacts.org/produit/3017760686792/mikado-chocolat-ul;Mikado Chocolat;Ul,Lu,Glico,Mondelēz International;Carrefour Market,Carrefour;e;en:sugary-snacks, en:biscuits-and-cakes, en:biscuits, en:chocolate-biscuits, en:milk-chocolate-biscuits;Biscuits;France;http://fr.openfoodfacts.org/images/products/301/776/068/6792/front.14.400.jpg;http://fr.openfoodfacts.org/images/products/301/776/068/6792/front.14.200.jpg;1511026356
3017760688994;http://world-fr.openfoodfacts.org/produit/3017760688994/granola-chocolat-au-lait-lu;Granola Chocolat au Lait;Lu,Mondelez;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits au chocolat au lait;Biscuits;France;http://fr.openfoodfacts.org/images/products/301/776/068/8994/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/301/776/068/8994/front.7.200.jpg;1503333218
3017760710695;http://world-fr.openfoodfacts.org/produit/3017760710695/granola-chocolat-au-lait-noix-de-coco-lu;Granola Chocolat au lait Noix de coco;Lu;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/301/776/071/0695/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/301/776/071/0695/front.6.200.jpg;1511968172
3017760755597;http://world-fr.openfoodfacts.org/produit/3017760755597/mini-prince-lu;Mini Prince;LU;Cora;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/301/776/075/5597/front.15.400.jpg;http://fr.openfoodfacts.org/images/products/301/776/075/5597/front.15.200.jpg;1435173468
3017760756099;http://world-fr.openfoodfacts.org/produit/3017760756099/prince-gout-chocolat-blanc;Prince goût chocolat blanc;Prince,LU;;d;Biscuits au chocolat,Biscuits au chocolat blanc;Biscuits;France;http://fr.openfoodfacts.org/images/products/301/776/075/6099/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/301/776/075/6099/front.8.200.jpg;1462428304
3017760790895;http://world-fr.openfoodfacts.org/produit/3017760790895/mikado-daim-lu;Mikado Daim;LU;iD Stock;e;Biscuits au chocolat au lait;Biscuits;France;;;1475950033
3017760792899;http://world-fr.openfoodfacts.org/produit/3017760792899/veritable-petit-ecolier-chocolat-au-lait-format-familial-lu;Véritable Petit écolier Chocolat au lait (format familial);LU;;e;Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/301/776/079/2899/front.5.400.jpg;http://fr.openfoodfacts.org/images/products/301/776/079/2899/front.5.200.jpg;1445265759
3017760804493;http://world-fr.openfoodfacts.org/produit/3017760804493/biscuit-intense-chocolat-noir-cote-d-or;Biscuit intense chocolat noir;Côte d'or;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits au chocolat noir;Biscuits;France;http://fr.openfoodfacts.org/images/products/301/776/080/4493/front.9.400.jpg;http://fr.openfoodfacts.org/images/products/301/776/080/4493/front.9.200.jpg;1488990707
3017760825702;http://world-fr.openfoodfacts.org/produit/3017760825702/schoks-l-original-lu;schoks l'original;lu;houra;e;Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/301/776/082/5702/front.12.400.jpg;http://fr.openfoodfacts.org/images/products/301/776/082/5702/front.12.200.jpg;1384783364
3017760851466;http://world-fr.openfoodfacts.org/produit/3017760851466/sable-des-flandres-lu;Sablé des Flandres;LU;;d;Biscuits;Biscuits;France;http://fr.openfoodfacts.org/images/products/301/776/085/1466/front.12.400.jpg;http://fr.openfoodfacts.org/images/products/301/776/085/1466/front.12.200.jpg;1473605745
3017768567970;http://world-fr.openfoodfacts.org/produit/3017768567970/lot-de-4-paquets-prince-lu-gout-chocolat;Lot de 4 paquets Prince Lu Goût Chocolat;Lu;;d;Biscuits,Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/301/776/856/7970/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/301/776/856/7970/front.6.200.jpg;1407688954
3017768568328;http://world-fr.openfoodfacts.org/produit/3017768568328/prince-gout-chocolat-lu;Prince goût Chocolat ;LU,Prince;;d;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/301/776/856/8328/front.4.400.jpg;http://fr.openfoodfacts.org/images/products/301/776/856/8328/front.4.200.jpg;1443095496
3023470001084;http://world-fr.openfoodfacts.org/produit/3023470001084/galettes-au-bon-beurre-francais-saint-michel;Galettes au bon beurre français;Saint Michel;;e;galettes pur beurre,Biscuits;Biscuits;France;;;1510452412
3023470050112;http://world-fr.openfoodfacts.org/produit/3023470050112/eventails-d-or-stmichel;Éventails d'or;StMichel;Super U;d;biscuits;Biscuits;France;http://fr.openfoodfacts.org/images/products/302/347/005/0112/front.3.400.jpg;http://fr.openfoodfacts.org/images/products/302/347/005/0112/front.3.200.jpg;1401781356
3023470202016;http://world-fr.openfoodfacts.org/produit/3023470202016/roudor-st-michel;Roudor;St Michel;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits sablés,Biscuits pur beurre,Palets pur beurre;Biscuits;France;;;1509671978
3027030004386;http://world-fr.openfoodfacts.org/produit/3027030004386/sticks-et-bretzels-ancel;Sticks et Bretzels Ancel;Ancel,Dr Oetker;Carrefour,Cora;d;Snacks sucrés,Biscuits et gâteaux,Biscuits,Snacks salés,Apéritif,Bretzels,Sticks,Sticks et Bretzels;Biscuits;France;http://fr.openfoodfacts.org/images/products/302/703/000/4386/front.5.400.jpg;http://fr.openfoodfacts.org/images/products/302/703/000/4386/front.5.200.jpg;1461429021
3040280009161;http://world-fr.openfoodfacts.org/produit/3040280009161/palets-pur-beurre-citron-biscuiterie-moderne;Palets Pur Beurre Citron;Biscuiterie Moderne;;e;Biscuits sablés;Biscuits;France;;;1508858100
3041090061639;http://world-fr.openfoodfacts.org/produit/3041090061639/cracotte-a-la-framboise-lu;Cracotte à la framboise;LU,Kraft Foods;;d;Snacks sucrés,Biscuits et gâteaux,Biscuits,Epicerie sucrée;Biscuits;France;http://fr.openfoodfacts.org/images/products/304/109/006/1639/front.14.400.jpg;http://fr.openfoodfacts.org/images/products/304/109/006/1639/front.14.200.jpg;1507453305
3042791100351;http://world-fr.openfoodfacts.org/produit/3042791100351/grandes-galettes-bretonnes-le-guillou;Grandes Galettes Bretonnes;Le Guillou;;e;Biscuits secs,Galettes bretonnes;Biscuits;France;http://fr.openfoodfacts.org/images/products/304/279/110/0351/front.5.400.jpg;http://fr.openfoodfacts.org/images/products/304/279/110/0351/front.5.200.jpg;1450354944
3045470102110;http://world-fr.openfoodfacts.org/produit/3045470102110/barquettes-pomme-banane-biscuits-poult;Barquettes Pomme-Banane;Biscuits Poult;;d;en:sugary-snacks, en:biscuits-and-cakes, en:biscuits, fr:barquettes;Biscuits;France;;;1513675233
3050003191011;http://world-fr.openfoodfacts.org/produit/3050003191011/biscuits-dietetiques-saveur-beurre-dietplus;Biscuits diététiques saveur beurre;Dietplus;;c;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits diététiques;Biscuits;France;http://fr.openfoodfacts.org/images/products/305/000/319/1011/front.10.400.jpg;http://fr.openfoodfacts.org/images/products/305/000/319/1011/front.10.200.jpg;1446283837
3050003191028;http://world-fr.openfoodfacts.org/produit/3050003191028/biscuits-dietetiques-saveur-chocolat-dietplus;Biscuits Diététiques saveur Chocolat;Dietplus;Dietplus Shop;c;Biscuits diététiques;Biscuits;France;;;1509125275
3056440029092;http://world-fr.openfoodfacts.org/produit/3056440029092/caleche-lu;Calèche;LU;Leclerc;e;Sugary snacks,Biscuits and cakes,Biscuits,Chocolate biscuits;Biscuits;France;;;1509799970
3056440031637;http://world-fr.openfoodfacts.org/produit/3056440031637/pepito-chocolat-noir-lu;Pépito Chocolat Noir;LU;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits au chocolat noir;Biscuits;France;http://fr.openfoodfacts.org/images/products/305/644/003/1637/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/305/644/003/1637/front.7.200.jpg;1488990626
3056440031699;http://world-fr.openfoodfacts.org/produit/3056440031699/pepito-chocolat-noir-lu;Pépito Chocolat Noir;LU,Pepito;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits au chocolat noir;Biscuits;France;http://fr.openfoodfacts.org/images/products/305/644/003/1699/front.10.400.jpg;http://fr.openfoodfacts.org/images/products/305/644/003/1699/front.10.200.jpg;1488990481
3056440031736;http://world-fr.openfoodfacts.org/produit/3056440031736/pepito-chocolat-au-lait-lu;Pépito Chocolat au lait;LU,Kraft Foods;Carrefour;e;Biscuits,Biscuits au chocolat,Biscuit au chocolat au lait;Biscuits;France;http://fr.openfoodfacts.org/images/products/305/644/003/1736/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/305/644/003/1736/front.8.200.jpg;1399537328
3056440032696;http://world-fr.openfoodfacts.org/produit/3056440032696/petits-coeurs-chocolat-lu;Petits coeurs chocolat;LU,Kraft foods;Leclerc;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits feuilletés;Biscuits;France;http://fr.openfoodfacts.org/images/products/305/644/003/2696/front.4.400.jpg;http://fr.openfoodfacts.org/images/products/305/644/003/2696/front.4.200.jpg;1428530115
3056440070896;http://world-fr.openfoodfacts.org/produit/3056440070896/bastogne-lu;Bastogne;LU,Mondelez;Monoprix;e;Sugary snacks,Biscuits and cakes,Biscuits;Biscuits;France;http://fr.openfoodfacts.org/images/products/305/644/007/0896/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/305/644/007/0896/front.6.200.jpg;1470585602
3056440086392;http://world-fr.openfoodfacts.org/produit/3056440086392/kango-lu;Kango;LU;ChronoDrive,Cora;e;en:sugary-snacks, en:biscuits-and-cakes, en:biscuits, en:chocolate-biscuits;Biscuits;France;http://fr.openfoodfacts.org/images/products/305/644/008/6392/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/305/644/008/6392/front.6.200.jpg;1494689899
3056440212494;http://world-fr.openfoodfacts.org/produit/3056440212494/petits-coeurs-choco-croc-pocket-lu;Petits Cœurs Choco'Croc Pocket;LU,Mondelez,Mondelez International;Carrefour;e;en:sugary-snacks, en:biscuits-and-cakes, en:biscuits, en:chocolate-biscuits, en:milk-chocolate-biscuits;Biscuits;France;http://fr.openfoodfacts.org/images/products/305/644/021/2494/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/305/644/021/2494/front.6.200.jpg;1514100537
3056440850283;http://world-fr.openfoodfacts.org/produit/3056440850283/petits-coeurs-choco-croc-lu;Petits coeurs choco\'croc;LU;Leclerc;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/305/644/085/0283/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/305/644/085/0283/front.7.200.jpg;1496582417
3061990136800;http://world-fr.openfoodfacts.org/produit/3061990136800/bn-pocket-gout-chocolat;BN Pocket goût Chocolat;BN,United Biscuits France SAS;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/306/199/013/6800/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/306/199/013/6800/front.8.200.jpg;1447169375
3061990136824;http://world-fr.openfoodfacts.org/produit/3061990136824/bn-pocket-cereales-completes-vanille;BN Pocket - Céréales complètes - Vanille;BN;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;http://fr.openfoodfacts.org/images/products/306/199/013/6824/front.4.400.jpg;http://fr.openfoodfacts.org/images/products/306/199/013/6824/front.4.200.jpg;1462010159
3061990138033;http://world-fr.openfoodfacts.org/produit/3061990138033/mini-bn-gout-chocolat;Mini BN Goût Chocolat;BN,United Biscuit France;Carrefour;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/306/199/013/8033/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/306/199/013/8033/front.8.200.jpg;1451832245
3061990138040;http://world-fr.openfoodfacts.org/produit/3061990138040/mini-bn-gout-fraise;Mini BN goût Fraise;BN;Leclerc;e;Biscuits à la fraise;Biscuits;France;http://fr.openfoodfacts.org/images/products/306/199/013/8040/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/306/199/013/8040/front.8.200.jpg;1379129703
3061990138583;http://world-fr.openfoodfacts.org/produit/3061990138583/gouter-familial-restor;Goûter familial;Restor;;d;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;http://fr.openfoodfacts.org/images/products/306/199/013/8583/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/306/199/013/8583/front.8.200.jpg;1454325320
3061990139740;http://world-fr.openfoodfacts.org/produit/3061990139740/bn-gout-chocolat;BN goût chocolat;BN;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/306/199/013/9740/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/306/199/013/9740/front.6.200.jpg;1443181179
3061990139764;http://world-fr.openfoodfacts.org/produit/3061990139764/bn-a-la-pulpe-de-fraise;BN à la pulpe de Fraise;BN;;d;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits à la fraise;Biscuits;France;http://fr.openfoodfacts.org/images/products/306/199/013/9764/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/306/199/013/9764/front.6.200.jpg;1447012698
3061990139771;http://world-fr.openfoodfacts.org/produit/3061990139771/bn-gout-chocolat-au-lait;BN - Goût chocolat au lait;BN;Intermarché;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits au chocolat au lait,Biscuits fourrés;Biscuits;France;http://fr.openfoodfacts.org/images/products/306/199/013/9771/front.3.400.jpg;http://fr.openfoodfacts.org/images/products/306/199/013/9771/front.3.200.jpg;1504962327
3061990139788;http://world-fr.openfoodfacts.org/produit/3061990139788/gout-chocolat-noisette-bn;Goût Chocolat Noisette;BN;;d;Biscuits;Biscuits;France;http://fr.openfoodfacts.org/images/products/306/199/013/9788/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/306/199/013/9788/front.8.200.jpg;1411652989
3061990139801;http://world-fr.openfoodfacts.org/produit/3061990139801/bn-a-la-pulpe-de-framboise;BN à la pulpe de framboise;Bn,United Biscuits France;carrefour;d;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;http://fr.openfoodfacts.org/images/products/306/199/013/9801/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/306/199/013/9801/front.6.200.jpg;1510060850
3061990140678;http://world-fr.openfoodfacts.org/produit/3061990140678/bn-gout-chocolat;BN goût chocolat;BN;U;e;en:sugary-snacks,en:biscuits-and-cakes,en:biscuits,en:chocolate-biscuits;Biscuits;France;http://fr.openfoodfacts.org/images/products/306/199/014/0678/front.12.400.jpg;http://fr.openfoodfacts.org/images/products/306/199/014/0678/front.12.200.jpg;1490273449
3061990140722;http://world-fr.openfoodfacts.org/produit/3061990140722/xtra-drole-gout-chocolat-bn;Xtra Drôle goût chocolat;BN;Carrefour;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/306/199/014/0722/front.9.400.jpg;http://fr.openfoodfacts.org/images/products/306/199/014/0722/front.9.200.jpg;1475771491
3061990140739;http://world-fr.openfoodfacts.org/produit/3061990140739/xtra-drole-xd-gout-fraise-bn;Xtra Drôle XD Goût Fraise;BN;;d;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits à la fraise;Biscuits;France;http://fr.openfoodfacts.org/images/products/306/199/014/0739/front.5.400.jpg;http://fr.openfoodfacts.org/images/products/306/199/014/0739/front.5.200.jpg;1448469673
3061990140746;http://world-fr.openfoodfacts.org/produit/3061990140746/cars-biscuits-au-chocolat-au-lait-bn;Cars Biscuits au chocolat au lait;BN;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/306/199/014/0746/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/306/199/014/0746/front.8.200.jpg;1448469470
