code;url;product_name;brands;stores;nutrition_grade_fr;categories;main_category_fr;countries_fr;image_url;image_small_url;last_modified_t;energy_100g;fat_100g;carbohydrates_100g;sugars_100g;fiber_100g;proteins_100g;salt_100g
3415306291132;http://world-fr.openfoodfacts.org/produit/3415306291132/eclairettes-les-renardises;Eclairettes;Les Renardises;;e;en:sugary-snacks, en:biscuits-and-cakes, en:biscuits, fr:Biscuits fourrés;Biscuits;France;https://static.openfoodfacts.org/images/products/341/530/629/1132/front_fr.12.400.jpg;https://static.openfoodfacts.org/images/products/341/530/629/1132/front_fr.12.200.jpg;1526139431;2050.0;22.2;66.8;48.9;;4.9;0.18
3415306291163;http://world-fr.openfoodfacts.org/produit/3415306291163/speculoos-les-renardises;Spéculoos;Les Renardises;;d;Spéculoos;Biscuits;France;https://static.openfoodfacts.org/images/products/341/530/629/1163/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/341/530/629/1163/front_fr.4.200.jpg;1475393239;2004.0;18.2;71.6;32.2;5.8;1.75;0.76
3415306291224;http://world-fr.openfoodfacts.org/produit/3415306291224/boudoirs-les-renardises;Boudoirs;Les Renardises;;d;Boudoirs;Biscuits;France;https://static.openfoodfacts.org/images/products/341/530/629/1224/front_fr.11.400.jpg;https://static.openfoodfacts.org/images/products/341/530/629/1224/front_fr.11.200.jpg;1517939188;1699.0;3.4;85.0;54.0;;7.0;0.18
3415306292085;http://world-fr.openfoodfacts.org/produit/3415306292085/sables-pur-beurre-aux-fruits-rouges-les-renardises;Sablés Pur Beurre aux Fruits Rouges;Les Renardises;;e;Biscuits sablés;Biscuits;France;https://static.openfoodfacts.org/images/products/341/530/629/2085/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/341/530/629/2085/front_fr.4.200.jpg;1515423073;2013.0;19.0;73.0;27.0;;5.5;0.67
3415308641089;http://world-fr.openfoodfacts.org/produit/3415308641089/rochers-de-noix-de-coco-les-renardises;Rochers de noix de coco;Les Renardises,Supergroup;Super U;e;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/341/530/864/1089/front_fr.10.400.jpg;https://static.openfoodfacts.org/images/products/341/530/864/1089/front_fr.10.200.jpg;1475302016;1955.0;26.0;53.0;50.0;5.2;3.8;0.07
3421371330034;http://world-fr.openfoodfacts.org/produit/3421371330034/tuiles-assortiment-noir-caramel-chevaliers-d-argouges;Tuiles assortiment noir/caramel;Chevaliers d'Argouges;;e;Biscuits au chocolat;Biscuits;France;;;1525424255;2330.0;38.0;47.0;44.0;;6.6;0.21
3421371518043;http://world-fr.openfoodfacts.org/produit/3421371518043/tuiles-chocolat-noir-noisettes-chevaliers-d-argouges;Tuiles chocolat Noir noisettes;Chevaliers d'Argouges;;e;Biscuits au chocolat noir;Biscuits;France;https://static.openfoodfacts.org/images/products/342/137/151/8043/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/342/137/151/8043/front_fr.4.200.jpg;1525424205;2368.0;41.0;37.0;33.0;;7.0;0.02
3421557903021;http://world-fr.openfoodfacts.org/produit/3421557903021/palets-pur-beurre-115g-grillon-ab-bio-grillon-d-or;Palets Pur Beurre 115G Grillon Ab Bio;Grillon d'Or;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits sablés;Biscuits;France;https://static.openfoodfacts.org/images/products/342/155/790/3021/front_fr.9.400.jpg;https://static.openfoodfacts.org/images/products/342/155/790/3021/front_fr.9.200.jpg;1516985044;2117.0;26.0;61.0;27.0;1.8;6.1;0.76
3423720001015;http://world-fr.openfoodfacts.org/produit/3423720001015/biscuits-nature-bienfaits-100-vegetal-sans-levure-ble-sesame-bio-soleil;Biscuits Nature & Bienfaits - 100% Végétal - Sans levure - Blé & Sésame;Bio-soleil;Satoriz;a;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits végétal;Biscuits;France;https://static.openfoodfacts.org/images/products/342/372/000/1015/front_fr.5.400.jpg;https://static.openfoodfacts.org/images/products/342/372/000/1015/front_fr.5.200.jpg;1435995946;1640.0;15.8;57.0;1.8;7.3;9.9;0.9999979999999999
3423720001022;http://world-fr.openfoodfacts.org/produit/3423720001022/biscuit-nature-et-bienfaits-ble-raisins-bio-soleil;Biscuit nature et bienfaits blé raisins;Bio Soleil;Eau Vive;c;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/342/372/000/1022/front_fr.7.400.jpg;https://static.openfoodfacts.org/images/products/342/372/000/1022/front_fr.7.200.jpg;1523044009;1820.0;12.7;68.0;12.4;7.1;10.2;1.04
3423720001084;http://world-fr.openfoodfacts.org/produit/3423720001084/biscuits-nature-bienfaits-ble-avoine-bio-soleil;Biscuits Nature & Bienfaits blé avoine;Bio Soleil;Eau Vive;a;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/342/372/000/1084/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/342/372/000/1084/front_fr.4.200.jpg;1521311435;1695.0;17.3;56.73;0.9;7.2;10.3;0.9893299999999999
3423720001138;http://world-fr.openfoodfacts.org/produit/3423720001138/biscuit-nature-et-bienfaits-100-vegetal-sans-levure-5-cereales-algues-bio-soleil;Biscuit nature et bienfaits - 100% végétal - sans levure - 5 céréales & algues;Bio soleil;Satoriz;c;en:sugary-snacks, en:biscuits-and-cakes, en:biscuits, fr:Biscuits-vegetal;Biscuits;France;https://static.openfoodfacts.org/images/products/342/372/000/1138/front_fr.7.400.jpg;https://static.openfoodfacts.org/images/products/342/372/000/1138/front_fr.7.200.jpg;1516525803;1732.0;15.8;55.9;5.92;5.48;9.26;1.1
3423720001145;http://world-fr.openfoodfacts.org/produit/3423720001145/biscuit-nature-et-bienfaits-epeautre-et-abricots-bio-soleil;Biscuit Nature et Bienfaits - Épeautre et abricots;Bio Soleil;Biocoop;c;en:sugary-snacks, en:biscuits-and-cakes, en:biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/342/372/000/1145/front_fr.7.400.jpg;https://static.openfoodfacts.org/images/products/342/372/000/1145/front_fr.7.200.jpg;1522143606;1724.0;16.5;53.7;11.0;6.94;8.6;0.8
3423720001152;http://world-fr.openfoodfacts.org/produit/3423720001152/biscuits-nature-bienfaits-100-vegetal-sans-levure-ble-seigle-4-fruits-bio-soleil;Biscuits Nature & Bienfaits - 100% Végétal - Sans levure - Blé seigle & 4 fruits;Bio-soleil;Satoriz;a;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits végétal;Biscuits;France;https://static.openfoodfacts.org/images/products/342/372/000/1152/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/342/372/000/1152/front_fr.4.200.jpg;1435998684;1573.0;14.4;56.4;5.1;8.5;9.2;0.3554
3423720001176;http://world-fr.openfoodfacts.org/produit/3423720001176/biscuit-nature-et-bienfaits-ble-kamut-lin-soja-bio-soleil;Biscuit Nature et Bienfaits - Blé, Kamut, Lin & Soja;Bio Soleil;;a;Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/342/372/000/1176/front_fr.12.400.jpg;https://static.openfoodfacts.org/images/products/342/372/000/1176/front_fr.12.200.jpg;1520709053;1720.0;8.0;52.9;1.0;6.7;13.0;0.0
3423720013414;http://world-fr.openfoodfacts.org/produit/3423720013414/sables-pur-beurre-aux-noisettes-bio-soleil;Sablés Pur Beurre aux Noisettes;Bio Soleil,Alpes Biscuits;;d;Biscuits secs,Biscuits aux noisettes;Biscuits;France;https://static.openfoodfacts.org/images/products/342/372/001/3414/front_fr.3.400.jpg;https://static.openfoodfacts.org/images/products/342/372/001/3414/front_fr.3.200.jpg;1485516142;1762.0;22.1;51.3;22.1;4.8;7.9;0.196
3423720013421;http://world-fr.openfoodfacts.org/produit/3423720013421/sables-pur-beurre-aux-amandes-bio-la-vie;Sablés Pur Beurre aux amandes;Bio la vie;;d;en:sugary-snacks,en:biscuits-and-cakes,en:biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/342/372/001/3421/front_fr.7.400.jpg;https://static.openfoodfacts.org/images/products/342/372/001/3421/front_fr.7.200.jpg;1490275496;1719.0;20.8;50.6;21.6;6.0;8.8;0.0
3423720014046;http://world-fr.openfoodfacts.org/produit/3423720014046/palets-3-fruits-bio-soleil;Palets 3 Fruits;Bio Soleil;;d;en:sugary-snacks, en:biscuits-and-cakes, en:biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/342/372/001/4046/front_fr.6.400.jpg;https://static.openfoodfacts.org/images/products/342/372/001/4046/front_fr.6.200.jpg;1496333833;1745.0;20.9;53.9;24.3;5.7;5.3;0.15
3423790000031;http://world-fr.openfoodfacts.org/produit/3423790000031/biscuits-a-la-cuillere-biscuiterie-grobost;Biscuits à la cuillère ;Biscuiterie GROBOST;;d;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits à la cuillère;Biscuits;France;https://static.openfoodfacts.org/images/products/342/379/000/0031/front_fr.7.400.jpg;https://static.openfoodfacts.org/images/products/342/379/000/0031/front_fr.7.200.jpg;1477584215;1557.0;4.1;75.0;57.0;;8.0;0.34
3427290002397;http://world-fr.openfoodfacts.org/produit/3427290002397/melange-japonais-le-temps-des-saisons;Mélange Japonais;Le Temps des Saisons;Franprix;d;Snacks sucrés,Snacks salés,Apéritif,Biscuits et gâteaux,Biscuits,Biscuits apéritifs;Biscuits;France;https://static.openfoodfacts.org/images/products/342/729/000/2397/front_fr.7.400.jpg;https://static.openfoodfacts.org/images/products/342/729/000/2397/front_fr.7.200.jpg;1473882107;1736.0;8.4;73.8;15.3;;10.1;0.83
3430660000114;http://world-fr.openfoodfacts.org/produit/3430660000114/sable-d-asnelles;Sablé d'Asnelles;Sablé d'Asnelles;;e;Biscuits sablés;Biscuits;France;https://static.openfoodfacts.org/images/products/343/066/000/0114/front_fr.10.400.jpg;https://static.openfoodfacts.org/images/products/343/066/000/0114/front_fr.10.200.jpg;1522091544;1954.0;16.67;71.67;23.33;;6.67;0.3
3431410001023;http://world-fr.openfoodfacts.org/produit/3431410001023/crepe-dentelle-fine-croustillante-et-legere-gavottes;Crêpe dentelle, fine, croustillante et légère;Gavottes,Loc Maria;Carrefour,Auchan;e;en:sugary-snacks, en:biscuits-and-cakes, en:biscuits, en:crepes-and-galettes, en:crepes, fr:crepes-de-froment, fr:Crêpes dentelle;Biscuits;France;https://static.openfoodfacts.org/images/products/343/141/000/1023/front_fr.49.400.jpg;https://static.openfoodfacts.org/images/products/343/141/000/1023/front_fr.49.200.jpg;1523380091;1824.0;9.9;80.0;47.0;;5.8;1.0
3431410131003;http://world-fr.openfoodfacts.org/produit/3431410131003/crepe-dentelle-chocolat-au-lait-gavottes;Crêpe Dentelle chocolat au lait;Gavottes;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/343/141/013/1003/front_fr.14.400.jpg;https://static.openfoodfacts.org/images/products/343/141/013/1003/front_fr.14.200.jpg;1526032188;2017.0;20.0;68.0;50.0;;6.0;0.66
3431410132000;http://world-fr.openfoodfacts.org/produit/3431410132000/crepes-chocolat-noir-gavottes;Crêpes Chocolat noir;Gavottes;Carrefour,Irma.dk;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits au chocolat noir;Biscuits;France;https://static.openfoodfacts.org/images/products/343/141/013/2000/front_fr.6.400.jpg;https://static.openfoodfacts.org/images/products/343/141/013/2000/front_fr.6.200.jpg;1523559948;2079.0;23.0;68.0;45.0;0.0;5.6;0.6
3435070021780;http://world-fr.openfoodfacts.org/produit/3435070021780/biscuits-rose-de-reims-maison-fossier;Biscuits rose de Reims;Maison fossier;Carrfour Market;d;Sugary snacks,Biscuits and cakes,Biscuits,fr:Biscuits roses de Reims;Biscuits;France;https://static.openfoodfacts.org/images/products/343/507/002/1780/front_fr.3.400.jpg;https://static.openfoodfacts.org/images/products/343/507/002/1780/front_fr.3.200.jpg;1489476335;1640.0;3.2;84.6;53.0;1.5;8.4;0.19
3435070024835;http://world-fr.openfoodfacts.org/produit/3435070024835/biscuits-roses-de-reims-maison-fossier;Biscuits roses de Reims;Maison Fossier;;d;en:sugary-snacks, en:biscuits-and-cakes, en:biscuits, fr:Biscuits roses de Reims;Biscuits;France;https://static.openfoodfacts.org/images/products/343/507/002/4835/front_fr.12.400.jpg;https://static.openfoodfacts.org/images/products/343/507/002/4835/front_fr.12.200.jpg;1518813732;1640.0;3.4;82.0;53.0;1.5;8.4;0.19
3435070024842;http://world-fr.openfoodfacts.org/produit/3435070024842/biscuit-rose-mini-110g-x12-car-fossier;Biscuit Rose Mini 110G X12 !car Fossier;Fossier;;d;Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/343/507/002/4842/front_fr.9.400.jpg;https://static.openfoodfacts.org/images/products/343/507/002/4842/front_fr.9.200.jpg;1520538542;1640.0;;;53.0;1.5;8.4;0.19
3435070025504;http://world-fr.openfoodfacts.org/produit/3435070025504/le-remois-maison-fossier;Le Rémois;Maison Fossier;;d;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/343/507/002/5504/front_fr.8.400.jpg;https://static.openfoodfacts.org/images/products/343/507/002/5504/front_fr.8.200.jpg;1454864322;1688.0;7.7;73.0;20.0;1.4;8.6;1.2
3435070025528;http://world-fr.openfoodfacts.org/produit/3435070025528/le-remois-maison-fossier;Le rémois;Maison Fossier;Cora;d;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/343/507/002/5528/front_fr.8.400.jpg;https://static.openfoodfacts.org/images/products/343/507/002/5528/front_fr.8.200.jpg;1525556621;1674.0;7.7;73.0;20.0;1.4;8.6;1.2
3435070025627;http://world-fr.openfoodfacts.org/produit/3435070025627/le-remois-aux-pepites-de-chocolat-fossier;Le Rémois aux pépites de chocolat;Fossier;;d;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/343/507/002/5627/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/343/507/002/5627/front_fr.4.200.jpg;1521042757;1803.0;13.0;68.0;28.0;3.4;7.9;0.859999999999999
3435070026600;http://world-fr.openfoodfacts.org/produit/3435070026600/sable-champenois-chocolat-noir-fossier;Sablé champenois  chocolat noir;Fossier;Cora;d;en:sugary-snacks, en:biscuits-and-cakes, en:biscuits, en:chocolate-biscuits, en:dark-chocolate-biscuits, fr:biscuits-sables;Biscuits;France;https://static.openfoodfacts.org/images/products/343/507/002/6600/front_fr.13.400.jpg;https://static.openfoodfacts.org/images/products/343/507/002/6600/front_fr.13.200.jpg;1518185056;2000.0;20.0;62.0;27.0;3.4;8.9;0.43
3435070029205;http://world-fr.openfoodfacts.org/produit/3435070029205/charles-vii-fondant-chocolat-au-lait-fossier;Charles VII Fondant Chocolat au Lait;Fossier,Maison Fossier;;e;Biscuits au chocolat au lait,Biscuits sablés;Biscuits;France;https://static.openfoodfacts.org/images/products/343/507/002/9205/front_fr.16.400.jpg;https://static.openfoodfacts.org/images/products/343/507/002/9205/front_fr.16.200.jpg;1498411340;2029.0;21.0;65.0;31.0;1.5;8.3;0.56
3435070030126;http://world-fr.openfoodfacts.org/produit/3435070030126/le-remois-tout-chocolat-avec-pepites-fossier;Le Rémois Tout Chocolat avec Pépites;Fossier;;d;Biscuits secs,Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/343/507/003/0126/front_fr.5.400.jpg;https://static.openfoodfacts.org/images/products/343/507/003/0126/front_fr.5.200.jpg;1521042365;1803.0;13.0;68.0;28.0;3.4;7.9;0.859999999999999
3435070062066;http://world-fr.openfoodfacts.org/produit/3435070062066/les-mini-biscuits-roses-de-reims-fossier;Les Mini Biscuits Roses de Reims;Fossier,Maison Fossier;;d;Biscuits roses,Biscuits secs;Biscuits;France;https://static.openfoodfacts.org/images/products/343/507/006/2066/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/343/507/006/2066/front_fr.4.200.jpg;1506633185;1663.0;3.4;82.0;53.0;1.5;8.4;0.19
3435070300014;http://world-fr.openfoodfacts.org/produit/3435070300014/biscuit-roses-de-reims-maison-fossier;Biscuit roses de Reims;Maison fossier;;d;Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/343/507/030/0014/front_fr.11.400.jpg;https://static.openfoodfacts.org/images/products/343/507/030/0014/front_fr.11.200.jpg;1496931335;1640.0;3.4;82.0;53.0;1.5;8.4;0.18
3435070300502;http://world-fr.openfoodfacts.org/produit/3435070300502/croquignoles-nature-fossier;Croquignoles nature;Fossier,Maison Fossier;;d;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits secs;Biscuits;France;https://static.openfoodfacts.org/images/products/343/507/030/0502/front_fr.13.400.jpg;https://static.openfoodfacts.org/images/products/343/507/030/0502/front_fr.13.200.jpg;1526245757;1623.0;0.6;88.0;54.0;1.1;7.2;0.11
3435070300908;http://world-fr.openfoodfacts.org/produit/3435070300908/palmiers-fossier;Palmiers;Fossier;;e;Palmiers;Biscuits;France;https://static.openfoodfacts.org/images/products/343/507/030/0908/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/343/507/030/0908/front_fr.4.200.jpg;1496933639;2138.0;25.0;63.0;30.0;1.1;5.5;0.930000000000001
3435070301141;http://world-fr.openfoodfacts.org/produit/3435070301141/macarons-poire-maison-fossier;Macarons poire;Maison Fossier,Fossier;;d;en:sugary-snacks, en:biscuits-and-cakes, en:biscuits, fr:Macarons;Biscuits;France;https://static.openfoodfacts.org/images/products/343/507/030/1141/front_fr.13.400.jpg;https://static.openfoodfacts.org/images/products/343/507/030/1141/front_fr.13.200.jpg;1496954296;1766.0;9.1;76.0;66.0;2.3;8.8;0.18
3435071010011;http://world-fr.openfoodfacts.org/produit/3435071010011/biscuits-roses-de-reims-maison-fossier;Biscuits Roses de Reims;Maison Fossier;Auchan;d;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits roses;Biscuits;France;https://static.openfoodfacts.org/images/products/343/507/101/0011/front_fr.9.400.jpg;https://static.openfoodfacts.org/images/products/343/507/101/0011/front_fr.9.200.jpg;1488706552;1640.0;;;53.0;1.5;8.4;0.19
3435071010059;http://world-fr.openfoodfacts.org/produit/3435071010059/biscuits-roses-de-reims-fossier;Biscuits Roses de Reims;Fossier;;d;Sugary snacks,Biscuits and cakes,Biscuits,Pour gateaux,fr:Biscuits roses de Reims;Biscuits;France;https://static.openfoodfacts.org/images/products/343/507/101/0059/front_fr.6.400.jpg;https://static.openfoodfacts.org/images/products/343/507/101/0059/front_fr.6.200.jpg;1521057376;1707.0;3.4;85.2;53.0;;7.8;0.18
3435071070015;http://world-fr.openfoodfacts.org/produit/3435071070015/croquignoles-au-chocolat-maison-fossier;Croquignoles au Chocolat;Maison Fossier;;d;Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/343/507/107/0015/front_fr.10.400.jpg;https://static.openfoodfacts.org/images/products/343/507/107/0015/front_fr.10.200.jpg;1525638211;1766.0;8.5;78.0;52.0;2.8;6.8;0.09
3438351360073;http://world-fr.openfoodfacts.org/produit/3438351360073/30-veritables-gaufres-fines-flamandes-pur-beurre-et-rhum-la-dunkerquoise;30 Véritables Gaufres Fines Flamandes, Pur Beurre et Rhum;La Dunkerquoise;;e;Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/343/835/136/0073/front_fr.10.400.jpg;https://static.openfoodfacts.org/images/products/343/835/136/0073/front_fr.10.200.jpg;1526212518;1715.0;17.3;71.8;30.0;;6.8;1.0
3439495204148;http://world-fr.openfoodfacts.org/produit/3439495204148/boudoirs-metro;Boudoirs;Metro;Metro;d;Boudoirs;Biscuits;France;https://static.openfoodfacts.org/images/products/343/949/520/4148/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/343/949/520/4148/front_fr.4.200.jpg;1523010468;1644.0;4.0;80.6;51.0;;7.4;0.1
3439497003565;http://world-fr.openfoodfacts.org/produit/3439497003565/langues-de-chat-rochambeau;Langues de chat;Rochambeau,MCCF (Métro Cash & Carry France);;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Langues de chat;Biscuits;France;https://static.openfoodfacts.org/images/products/343/949/700/3565/front_fr.5.400.jpg;https://static.openfoodfacts.org/images/products/343/949/700/3565/front_fr.5.200.jpg;1458840648;1831.0;10.4;78.7;44.3;;5.4;0.59
3450970006446;http://world-fr.openfoodfacts.org/produit/3450970006446/16-galettes-au-beurre-co;16 galettes au Beurre;€co+,Eco+;Leclerc;e;en:sugary-snacks,en:biscuits-and-cakes,en:biscuits,en:crepes-and-galettes,en:galettes,fr:biscuits-secs;Biscuits;France;https://static.openfoodfacts.org/images/products/345/097/000/6446/front_fr.8.400.jpg;https://static.openfoodfacts.org/images/products/345/097/000/6446/front_fr.8.200.jpg;1521561805;1900.0;14.0;75.0;26.0;1.5;5.5;1.1684
3450970006514;http://world-fr.openfoodfacts.org/produit/3450970006514/16-gouters-fourres-carres-parfum-chocolat-eco;16 Goûters Fourrés Carrés Parfum Chocolat ;Eco +,Eco+;Leclerc;e;Biscuits au chocolat,Biscuits fourrés,Biscuits fourrés au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/345/097/000/6514/front_fr.7.400.jpg;https://static.openfoodfacts.org/images/products/345/097/000/6514/front_fr.7.200.jpg;1516184971;1908.0;15.9;70.7;30.5;3.2;6.4;0.863
3450970024709;http://world-fr.openfoodfacts.org/produit/3450970024709/12-biscuits-tablette-parfum-chocolat-au-lait-eco;12 biscuits tablette parfum chocolat au lait;Eco+;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits au chocolat au lait;Biscuits;France;https://static.openfoodfacts.org/images/products/345/097/002/4709/front_fr.22.400.jpg;https://static.openfoodfacts.org/images/products/345/097/002/4709/front_fr.22.200.jpg;1525769595;2110.0;22.8;68.0;36.0;2.4;5.6;0.4
3450970029117;http://world-fr.openfoodfacts.org/produit/3450970029117/assortiment-de-biscuits-eco;Assortiment de Biscuits;Eco+;Leclerc;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Assortiments de biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/345/097/002/9117/front_fr.23.400.jpg;https://static.openfoodfacts.org/images/products/345/097/002/9117/front_fr.23.200.jpg;1517858891;1979.0;18.3;69.1;24.3;2.5;6.8;0.473
3450970063180;http://world-fr.openfoodfacts.org/produit/3450970063180/12-biscuits-tablette-parfum-chocolat-noir-eco;12 biscuits tablette parfum chocolat noir;Eco+;Leclerc;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits au chocolat noir;Biscuits;France;https://static.openfoodfacts.org/images/products/345/097/006/3180/front_fr.12.400.jpg;https://static.openfoodfacts.org/images/products/345/097/006/3180/front_fr.12.200.jpg;1524305000;2088.0;23.3;65.0;35.0;3.3;5.7;0.43
3450970109123;http://world-fr.openfoodfacts.org/produit/3450970109123/24-genoises-fourrees-gout-framboise-eco;24 génoises fourrées goût framboise;Eco+;Leclerc;d;en:sugary-snacks, en:biscuits-and-cakes, en:biscuits, en:chocolate-biscuits, fr:Génoises;Biscuits;France;https://static.openfoodfacts.org/images/products/345/097/010/9123/front_fr.18.400.jpg;https://static.openfoodfacts.org/images/products/345/097/010/9123/front_fr.18.200.jpg;1508252910;1536.0;6.7;72.3;45.6;1.0;3.8;0.21
3455830000039;http://world-fr.openfoodfacts.org/produit/3455830000039/sabl%C4%97s-delices-de-roscoff;Sablės;Délices de Roscoff;;e;Biscuits sablés;Biscuits;France;https://static.openfoodfacts.org/images/products/345/583/000/0039/front_fr.6.400.jpg;https://static.openfoodfacts.org/images/products/345/583/000/0039/front_fr.6.200.jpg;1516974399;1674.0;17.0;55.0;24.0;1.3;6.8;1.0
3456300000023;http://world-fr.openfoodfacts.org/produit/3456300000023/maxi-galettes-de-riz-chocolat-noir-sans-sucres-ajoutes-karelea;Maxi Galettes de Riz Chocolat Noir - Sans Sucres Ajoutés;Karéléa,Léa Nature;;c;Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Snacks sucrés,Céréales et dérivés,Biscuits et gâteaux,Biscuits,Galettes de céréales,Galettes de riz,Galettes de riz au chocolat noir,Biscuits édulcorés;Biscuits;France;https://static.openfoodfacts.org/images/products/345/630/000/0023/front_fr.10.400.jpg;https://static.openfoodfacts.org/images/products/345/630/000/0023/front_fr.10.200.jpg;1520091249;1920.0;24.0;60.0;2.0;6.6;7.0;0.08
3456300001969;http://world-fr.openfoodfacts.org/produit/3456300001969/biscuits-son-d-avoine-ble-complet-karelea;Biscuits son d avoine blé complet;Karéléa,Léa Nature;;d;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/345/630/000/1969/front_fr.7.400.jpg;https://static.openfoodfacts.org/images/products/345/630/000/1969/front_fr.7.200.jpg;1489480776;1765.0;14.1;60.1;16.9;8.75;8.9;1.4986
3456300001976;http://world-fr.openfoodfacts.org/produit/3456300001976/biscuits-nappes-chocolat-noir-karelea;Biscuits nappés chocolat noir;Karéléa,Léa Nature;Carrefour;c;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits au chocolat noir;Biscuits;France;https://static.openfoodfacts.org/images/products/345/630/000/1976/front_fr.8.400.jpg;https://static.openfoodfacts.org/images/products/345/630/000/1976/front_fr.8.200.jpg;1488990657;1821.0;23.36;57.6;0.96;5.47;6.38;0.1524
3456300002737;http://world-fr.openfoodfacts.org/produit/3456300002737/croustillants-petit-avoine-lea-nature;Croustillants Petit Avoine;Lea Nature,Karéléa,Léa Nature;;c;fr:Biscuits secs;Biscuits;France;https://static.openfoodfacts.org/images/products/345/630/000/2737/front_fr.15.400.jpg;https://static.openfoodfacts.org/images/products/345/630/000/2737/front_fr.15.200.jpg;1510744963;1824.0;18.0;62.0;0.82;7.4;10.0;1.0
3456300002744;http://world-fr.openfoodfacts.org/produit/3456300002744/croustillant-petit-sarrasin-karelea;Croustillant petit sarrasin;Karéléa,Léa Nature;;c;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits édulcorés;Biscuits;France;https://static.openfoodfacts.org/images/products/345/630/000/2744/front_fr.9.400.jpg;https://static.openfoodfacts.org/images/products/345/630/000/2744/front_fr.9.200.jpg;1520108258;1784.0;18.0;59.0;1.0;11.0;9.0;1.0
3456300003918;http://world-fr.openfoodfacts.org/produit/3456300003918/palmiers-coco-karelea;Palmiers Coco;Karelea;;d;Palmiers,Biscuits aux édulcorants;Biscuits;France;https://static.openfoodfacts.org/images/products/345/630/000/3918/front_fr.6.400.jpg;https://static.openfoodfacts.org/images/products/345/630/000/3918/front_fr.6.200.jpg;1514067487;2000.0;28.0;53.0;2.6;6.4;6.8;0.770000000000001
3456300009484;http://world-fr.openfoodfacts.org/produit/3456300009484/biscuits-gourmands-sesame-vanille-karelea;Biscuits gourmands Sésame Vanille;Karéléa,Léa Nature;Cora;b;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits édulcorés;Biscuits;France;https://static.openfoodfacts.org/images/products/345/630/000/9484/front_fr.15.400.jpg;https://static.openfoodfacts.org/images/products/345/630/000/9484/front_fr.15.200.jpg;1526029854;1900.0;19.0;68.0;0.0;4.0;7.6;0.2
